sector_rank,sector,sector_description,sector_company_count,sector_median_growth_score,sector_median_employee_cagr,sector_std_employee_cagr,sector_median_5yr_employee_cagr,sector_cagr_acceleration_pct,sector_median_revenue_cagr,sector_entry_rate_pct,sector_acquisition_pct,sector_avg_rounds_per_company,sector_median_3yr_followers_cagr,sector_rank_median_employee_cagr,sector_rank_acquisition_pct,sector_rank_median_revenue_cagr,sector_rank_avg_rounds_per_company,sector_rank_entry_rate_pct,thematic_rank,thematic_sector,thematic_sector_description,company_count,median_growth_score,median_employee_cagr,std_employee_cagr,median_5yr_employee_cagr,cagr_acceleration_pct,median_revenue_cagr,entry_rate_pct,acquisition_pct,avg_rounds_per_company,median_3yr_followers_cagr,rank_median_employee_cagr,rank_acquisition_pct,rank_median_revenue_cagr,rank_avg_rounds_per_company,rank_entry_rate_pct
22,Electronics & Semiconductors,"The Electronics & Semiconductors sector designs, manufactures, and distributes essential electronic components, integrated circuits, sensors, and complex systems. It provides critical hardware, software, and manufacturing services for diverse products across consumer electronics, automotive, aerospace, medical, and industrial automation markets. This foundational sector drives global innovation in AI, IoT, and digital transformation through continuous research, precision engineering, and high-reliability solutions, powering modern technology and infrastructure.",144,0.01,8.1,18.2,9.3,-12.6,14,0,6.9,0.375,21.4,28,20,9,2,24,2,"Mission-Critical Communication, Surveillance, and Sensing Systems","This segment comprises companies specializing in advanced electronic systems for mission-critical communication, surveillance, and sensing. They provide robust RF, radar, and satellite solutions engineered for extreme reliability and performance in demanding operational environments. These technologies deliver secure data, situational awareness, and threat detection for defense, public safety, maritime, and critical infrastructure sectors.",15,0.019,9.1,15.4,10.9,-15.8,14,0,13.3,0.33333333,28.7,142,46,12,21,31
22,Electronics & Semiconductors,"The Electronics & Semiconductors sector designs, manufactures, and distributes essential electronic components, integrated circuits, sensors, and complex systems. It provides critical hardware, software, and manufacturing services for diverse products across consumer electronics, automotive, aerospace, medical, and industrial automation markets. This foundational sector drives global innovation in AI, IoT, and digital transformation through continuous research, precision engineering, and high-reliability solutions, powering modern technology and infrastructure.",144,0.01,8.1,18.2,9.3,-12.6,14,0,6.9,0.375,21.4,28,20,9,2,24,3,High-Reliability Embedded Electronics & Specialized Components,"This segment specializes in designing and manufacturing high-performance electronic and electromechanical components and integrated solutions. They deliver custom sensors, control modules, advanced interconnects, and optical systems. Primarily serving demanding industrial, automotive, aerospace, and energy sectors, their distinction lies in providing robust, precise, and reliable products engineered for mission-critical applications and harsh environments.",53,0.014,10.1,16.8,11,-8.5,null,0,5.7,0.62264151,24.1,115,152,null,8,31
22,Electronics & Semiconductors,"The Electronics & Semiconductors sector designs, manufactures, and distributes essential electronic components, integrated circuits, sensors, and complex systems. It provides critical hardware, software, and manufacturing services for diverse products across consumer electronics, automotive, aerospace, medical, and industrial automation markets. This foundational sector drives global innovation in AI, IoT, and digital transformation through continuous research, precision engineering, and high-reliability solutions, powering modern technology and infrastructure.",144,0.01,8.1,18.2,9.3,-12.6,14,0,6.9,0.375,21.4,28,20,9,2,24,4,Circular Economy & Subscription Electronics Platforms,"These companies operate platforms and services focused on extending the lifecycle and accessibility of electronic devices. They provide re-commerce, refurbishment, rental, and subscription models for pre-owned or new consumer and business electronics. Their distinction lies in offering sustainable, flexible alternatives to traditional purchasing, reducing e-waste, and promoting a circular economy for technology.",12,0.004,2.1,8.5,7.1,-71.1,null,0,16.7,0.5,10.9,227,21,null,12,31
22,Electronics & Semiconductors,"The Electronics & Semiconductors sector designs, manufactures, and distributes essential electronic components, integrated circuits, sensors, and complex systems. It provides critical hardware, software, and manufacturing services for diverse products across consumer electronics, automotive, aerospace, medical, and industrial automation markets. This foundational sector drives global innovation in AI, IoT, and digital transformation through continuous research, precision engineering, and high-reliability solutions, powering modern technology and infrastructure.",144,0.01,8.1,18.2,9.3,-12.6,14,0,6.9,0.375,21.4,28,20,9,2,24,5,Specialized Audio-Visual and Control Systems,"This segment develops advanced electronic hardware for high-fidelity audio, professional sound processing, and integrated visual display and control. Serving professional markets like broadcast, live events, and control rooms, plus discerning consumers, their distinctiveness lies in precision-engineered systems for comprehensive signal management and immersive user experiences.",23,0.006,5.1,30.6,6.3,-18.9,null,0,8.7,0.13043478,19.1,218,105,null,65,31
22,Electronics & Semiconductors,"The Electronics & Semiconductors sector designs, manufactures, and distributes essential electronic components, integrated circuits, sensors, and complex systems. It provides critical hardware, software, and manufacturing services for diverse products across consumer electronics, automotive, aerospace, medical, and industrial automation markets. This foundational sector drives global innovation in AI, IoT, and digital transformation through continuous research, precision engineering, and high-reliability solutions, powering modern technology and infrastructure.",144,0.01,8.1,18.2,9.3,-12.6,14,0,6.9,0.375,21.4,28,20,9,2,24,6,Intelligent Electronic Security & Automation,"These companies develop and deploy integrated electronic systems for advanced security, safety, and intelligent monitoring. They provide smart sensors, video surveillance, access control, and automation platforms for residential, commercial, and specialized sectors. Their distinctiveness lies in leveraging AI and cloud connectivity to deliver comprehensive, data-driven protection and operational insights.",32,0.006,5.4,10.3,7.8,-30.3,null,0,3.1,0.15625,18.1,214,180,null,58,31
23,Professional & Business Services,"This sector provides specialized knowledge and expertise, offering services like consulting, legal, accounting, engineering, and marketing. Companies deliver strategic advice, operational support, and tailored solutions to businesses, individuals, and public sector organizations across diverse industries. Leveraging deep domain expertise and advanced methodologies, they enhance efficiency, drive innovation, and ensure compliance. This sector is critical for enabling client growth and improving performance.",2836,0.009,8.5,21.3,9.9,-14,0.3,1.7,7.7,0.04513399,20.7,24,18,18,27,11,1,Integrated Physical Security & Life Safety Services,"These companies deliver comprehensive physical security solutions, including manned guarding, electronic surveillance, and access control, often integrated with life safety systems like fire protection and specialized doors. Serving diverse commercial and public sectors, they provide tailored, technology-driven protection for people and assets, ensuring compliance and operational continuity.",50,0.021,17.4,14.8,16.2,7.5,null,0,12,0.02,18.9,10,61,null,165,31
23,Professional & Business Services,"This sector provides specialized knowledge and expertise, offering services like consulting, legal, accounting, engineering, and marketing. Companies deliver strategic advice, operational support, and tailored solutions to businesses, individuals, and public sector organizations across diverse industries. Leveraging deep domain expertise and advanced methodologies, they enhance efficiency, drive innovation, and ensure compliance. This sector is critical for enabling client growth and improving performance.",2836,0.009,8.5,21.3,9.9,-14,0.3,1.7,7.7,0.04513399,20.7,24,18,18,27,11,2,Integrated Facilities Management & Building Lifecycle Services,"These companies provide comprehensive, end-to-end services for the operational, technical, and physical upkeep of built environments. They encompass soft facilities management (e.g., cleaning, catering), hard services (e.g., M&E systems maintenance, commissioning), and specialized building repairs and project work, ensuring efficiency, compliance, and longevity for diverse properties.",125,0.015,13.4,19.9,13.3,0.8,null,0.8,6.4,0,20.2,35,138,null,180,23
23,Professional & Business Services,"This sector provides specialized knowledge and expertise, offering services like consulting, legal, accounting, engineering, and marketing. Companies deliver strategic advice, operational support, and tailored solutions to businesses, individuals, and public sector organizations across diverse industries. Leveraging deep domain expertise and advanced methodologies, they enhance efficiency, drive innovation, and ensure compliance. This sector is critical for enabling client growth and improving performance.",2836,0.009,8.5,21.3,9.9,-14,0.3,1.7,7.7,0.04513399,20.7,24,18,18,27,11,3,Specialized Human Services & Sector Support,"This segment comprises professional service firms specializing in human capital, operational, and direct service solutions for the education and health/social care sectors. They provide comprehensive recruitment, staffing, training, and specialized support services, often leveraging technology, to optimize workforce management and service delivery within these critical social infrastructure domains.",201,0.015,12.6,14.2,13.4,-5.5,null,0,4,0.05970149,24.7,48,171,null,121,31
23,Professional & Business Services,"This sector provides specialized knowledge and expertise, offering services like consulting, legal, accounting, engineering, and marketing. Companies deliver strategic advice, operational support, and tailored solutions to businesses, individuals, and public sector organizations across diverse industries. Leveraging deep domain expertise and advanced methodologies, they enhance efficiency, drive innovation, and ensure compliance. This sector is critical for enabling client growth and improving performance.",2836,0.009,8.5,21.3,9.9,-14,0.3,1.7,7.7,0.04513399,20.7,24,18,18,27,11,4,Digital Transformation & Advanced Technology Consulting,"These specialized consultants and solution providers offer digital transformation services utilizing cloud, AI/ML, data analytics, and robust cybersecurity. They enable diverse businesses and government agencies to optimize operations, enhance decision-making, and build secure, scalable digital infrastructures, driving innovation and strategic advantage.",276,0.011,7.1,22.2,10.4,-32,8,0.7,13.8,0.12318841,24.1,187,41,19,73,24
23,Professional & Business Services,"This sector provides specialized knowledge and expertise, offering services like consulting, legal, accounting, engineering, and marketing. Companies deliver strategic advice, operational support, and tailored solutions to businesses, individuals, and public sector organizations across diverse industries. Leveraging deep domain expertise and advanced methodologies, they enhance efficiency, drive innovation, and ensure compliance. This sector is critical for enabling client growth and improving performance.",2836,0.009,8.5,21.3,9.9,-14,0.3,1.7,7.7,0.04513399,20.7,24,18,18,27,11,5,Integrated Financial & Business Services,"These firms provide integrated financial, accounting, and administrative support. They assist businesses and individuals with ongoing financial management, tax planning and compliance, payroll, auditing, company formation, and general business advisory, ensuring regulatory adherence and operational efficiency. Their services support strategic decision-making and reduce administrative burdens.",158,0.01,10.8,19.8,11.4,-5,null,0.6,10.1,0.05063291,19.3,90,84,null,127,27
23,Professional & Business Services,"This sector provides specialized knowledge and expertise, offering services like consulting, legal, accounting, engineering, and marketing. Companies deliver strategic advice, operational support, and tailored solutions to businesses, individuals, and public sector organizations across diverse industries. Leveraging deep domain expertise and advanced methodologies, they enhance efficiency, drive innovation, and ensure compliance. This sector is critical for enabling client growth and improving performance.",2836,0.009,8.5,21.3,9.9,-14,0.3,1.7,7.7,0.04513399,20.7,24,18,18,27,11,6,Specialized Engineering & Infrastructure Consulting,"These firms provide specialized engineering, technical consulting, and project management for complex physical infrastructure, industrial assets, and advanced technical systems. Serving diverse sectors including energy, transportation, and the built environment, they leverage deep domain expertise and advanced technologies to optimize asset performance, ensure compliance, and integrate sustainability across the asset lifecycle.",162,0.01,10.5,19.6,10.7,-1.6,null,0,7.4,0.09259259,18.3,99,123,null,89,31
23,Professional & Business Services,"This sector provides specialized knowledge and expertise, offering services like consulting, legal, accounting, engineering, and marketing. Companies deliver strategic advice, operational support, and tailored solutions to businesses, individuals, and public sector organizations across diverse industries. Leveraging deep domain expertise and advanced methodologies, they enhance efficiency, drive innovation, and ensure compliance. This sector is critical for enabling client growth and improving performance.",2836,0.009,8.5,21.3,9.9,-14,0.3,1.7,7.7,0.04513399,20.7,24,18,18,27,11,7,Industry & Professional Development Bodies,"These are non-profit bodies and professional associations dedicated to the development and governance of specific industries, professions, or social causes. They provide professional development, training, accreditation, research, and advocacy, setting standards and fostering community to enhance practices and influence policy for their fields.",302,0.01,10.7,20.9,11.2,-4,null,0.3,1.3,0.01324503,21.4,93,194,null,175,30
23,Professional & Business Services,"This sector provides specialized knowledge and expertise, offering services like consulting, legal, accounting, engineering, and marketing. Companies deliver strategic advice, operational support, and tailored solutions to businesses, individuals, and public sector organizations across diverse industries. Leveraging deep domain expertise and advanced methodologies, they enhance efficiency, drive innovation, and ensure compliance. This sector is critical for enabling client growth and improving performance.",2836,0.009,8.5,21.3,9.9,-14,0.3,1.7,7.7,0.04513399,20.7,24,18,18,27,11,8,Applied Intelligence & Strategic Engagement,"This segment encompasses firms that leverage advanced data analytics, emerging technologies, and specialized expertise to provide strategic intelligence and enhance client engagement. They offer solutions for optimizing business performance, from market insights and operational efficiency to targeted marketing and immersive brand experiences. These services empower businesses to make informed decisions and achieve specific growth objectives.",586,0.007,6.5,29,9.2,-29.6,-7.4,0.7,9.9,0.0443686,19.3,199,91,31,137,25
23,Professional & Business Services,"This sector provides specialized knowledge and expertise, offering services like consulting, legal, accounting, engineering, and marketing. Companies deliver strategic advice, operational support, and tailored solutions to businesses, individuals, and public sector organizations across diverse industries. Leveraging deep domain expertise and advanced methodologies, they enhance efficiency, drive innovation, and ensure compliance. This sector is critical for enabling client growth and improving performance.",2836,0.009,8.5,21.3,9.9,-14,0.3,1.7,7.7,0.04513399,20.7,24,18,18,27,11,9,Technical Assurance & Regulatory Compliance Services,"These companies provide specialized testing, inspection, certification, and advisory services to ensure regulatory compliance and manage risks. They leverage technical expertise and often digital tools in areas like environmental safety, material integrity, workplace health, and industry-specific standards for diverse clients. They help organizations navigate complex regulations and protect assets.",199,0.01,9.1,19.7,11.7,-22,null,0,12.6,0.07035176,20.9,142,52,null,107,31
23,Professional & Business Services,"This sector provides specialized knowledge and expertise, offering services like consulting, legal, accounting, engineering, and marketing. Companies deliver strategic advice, operational support, and tailored solutions to businesses, individuals, and public sector organizations across diverse industries. Leveraging deep domain expertise and advanced methodologies, they enhance efficiency, drive innovation, and ensure compliance. This sector is critical for enabling client growth and improving performance.",2836,0.009,8.5,21.3,9.9,-14,0.3,1.7,7.7,0.04513399,20.7,24,18,18,27,11,10,Built Environment Development & Management,"These companies provide integrated advisory, planning, and management services for real estate development across various sectors, including residential and commercial. They offer expertise in masterplanning, architectural design, environmental impact assessments, land promotion, and property management. Their services facilitate the creation, enhancement, and sustainable operation of built environments for developers, investors, and property owners.",87,0.007,7.7,15.7,8.4,-9,null,0,13.8,0.02298851,18.6,179,39,null,159,31
23,Professional & Business Services,"This sector provides specialized knowledge and expertise, offering services like consulting, legal, accounting, engineering, and marketing. Companies deliver strategic advice, operational support, and tailored solutions to businesses, individuals, and public sector organizations across diverse industries. Leveraging deep domain expertise and advanced methodologies, they enhance efficiency, drive innovation, and ensure compliance. This sector is critical for enabling client growth and improving performance.",2836,0.009,8.5,21.3,9.9,-14,0.3,1.7,7.7,0.04513399,20.7,24,18,18,27,11,11,Multi-Practice Legal and Advisory Services,"These firms offer legal advice, representation, and transactional support across diverse practice areas like corporate, commercial, property, litigation, and private client law. They serve a broad client base, from businesses and public sector organizations to individuals and families. Their distinction is providing a wide range of expert legal solutions, often with specialized teams, to handle complex and routine legal matters.",283,0.007,6.8,8.8,7.5,-9.1,null,0,3.5,0.00353357,20.5,192,175,null,179,31
23,Professional & Business Services,"This sector provides specialized knowledge and expertise, offering services like consulting, legal, accounting, engineering, and marketing. Companies deliver strategic advice, operational support, and tailored solutions to businesses, individuals, and public sector organizations across diverse industries. Leveraging deep domain expertise and advanced methodologies, they enhance efficiency, drive innovation, and ensure compliance. This sector is critical for enabling client growth and improving performance.",2836,0.009,8.5,21.3,9.9,-14,0.3,1.7,7.7,0.04513399,20.7,24,18,18,27,11,12,Specialized Talent Acquisition & Workforce Solutions,"This segment comprises firms specializing in talent acquisition and comprehensive workforce solutions. They provide temporary, permanent, contract, and executive-level recruitment, alongside RPO and MSP models, for businesses across diverse sectors like tech, finance, and industrial. Their distinctiveness lies in tailored talent strategies, advisory, and compliance to meet specific industry skill demands.",311,0.009,6.4,21.4,9.4,-32,null,0,5.1,0.02572347,23.3,203,160,null,156,31
23,Professional & Business Services,"This sector provides specialized knowledge and expertise, offering services like consulting, legal, accounting, engineering, and marketing. Companies deliver strategic advice, operational support, and tailored solutions to businesses, individuals, and public sector organizations across diverse industries. Leveraging deep domain expertise and advanced methodologies, they enhance efficiency, drive innovation, and ensure compliance. This sector is critical for enabling client growth and improving performance.",2836,0.009,8.5,21.3,9.9,-14,0.3,1.7,7.7,0.04513399,20.7,24,18,18,27,11,13,Strategic Spatial & Experiential Design Services,"These companies are specialized design and architectural consultancies providing comprehensive services to create bespoke physical environments. They offer architectural and interior design, space planning, and project management for luxury residential, commercial, hospitality, and public sectors. Their distinction lies in crafting functional, aesthetically compelling, and experiential spaces, often integrating advanced technology and focusing on holistic project delivery.",96,0.006,5.8,13.5,8,-27.1,null,0,4.2,0.03125,17.6,210,169,null,148,31
24,Agriculture & Agribusiness,"The Agriculture & Agribusiness sector involves the cultivation, processing, and distribution of crops and livestock, producing food, animal feed, and plant-based products. It encompasses a wide array of support services, machinery, biotechnology, and sustainable farming practices, from traditional methods to vertical farming. Serving consumers, food manufacturers, and other agricultural enterprises, this vital sector focuses on ensuring global food security, animal welfare, and environmental stewardship. Its importance lies in integrating innovative technology and ethical operations across the entire supply chain.",129,0.01,9.4,14.7,10.9,-13.3,null,0.8,9.3,0.08527132,22,13,10,null,17,20,1,"Green Space Design, Maintenance, and Supply","This segment encompasses companies providing a wide range of horticultural products and services, including landscaping materials, garden supplies, plants, seeds, and accessories. They serve both commercial clients and individual consumers, offering grounds maintenance, landscape construction, and retail garden center operations. These businesses focus on enhancing and managing diverse green environments.",14,0.014,15.3,20.8,15.2,1,null,0,14.3,0,25.7,20,32,null,180,31
24,Agriculture & Agribusiness,"The Agriculture & Agribusiness sector involves the cultivation, processing, and distribution of crops and livestock, producing food, animal feed, and plant-based products. It encompasses a wide array of support services, machinery, biotechnology, and sustainable farming practices, from traditional methods to vertical farming. Serving consumers, food manufacturers, and other agricultural enterprises, this vital sector focuses on ensuring global food security, animal welfare, and environmental stewardship. Its importance lies in integrating innovative technology and ethical operations across the entire supply chain.",129,0.01,9.4,14.7,10.9,-13.3,null,0.8,9.3,0.08527132,22,13,10,null,17,20,2,Commercial Fresh & Prepared Produce Supply,"This segment encompasses large-scale cultivation, processing, and supply of fresh and prepared fruits and vegetables like salads, berries, and potatoes. Serving major retailers, foodservice, and manufacturers, these companies are distinguished by their integrated supply chains, commercial scale, and commitment to high-quality, convenient, and minimally processed produce.",29,0.013,11.1,18,12.4,-10.1,null,0,13.8,0.06896552,21,77,39,null,108,31
24,Agriculture & Agribusiness,"The Agriculture & Agribusiness sector involves the cultivation, processing, and distribution of crops and livestock, producing food, animal feed, and plant-based products. It encompasses a wide array of support services, machinery, biotechnology, and sustainable farming practices, from traditional methods to vertical farming. Serving consumers, food manufacturers, and other agricultural enterprises, this vital sector focuses on ensuring global food security, animal welfare, and environmental stewardship. Its importance lies in integrating innovative technology and ethical operations across the entire supply chain.",129,0.01,9.4,14.7,10.9,-13.3,null,0.8,9.3,0.08527132,22,13,10,null,17,20,3,Advanced Agribusiness Solutions & Supply Chain Integration,"This segment delivers comprehensive solutions for modern agriculture, spanning specialized inputs, smart technologies, and equipment. They enable producers, processors, and traders to optimize operations, ensure product quality, and meet stringent sustainability and traceability standards across the entire crop and livestock value chain.",86,0.009,8.9,11.8,8.9,0.3,null,0,7,0.10465116,22,149,131,null,76,31
25,Automotive & Vehicle Manufacturing,"The Automotive & Vehicle Manufacturing sector encompasses the design, production, sale, and servicing of diverse vehicles, including passenger cars, commercial transport, and specialized mobility solutions. It also covers the manufacturing of critical components and advanced technologies like electric powertrains. Serving individual consumers, businesses, and OEMs, this sector is vital for global mobility, continuously innovating towards electrification and sustainable practices. Its complex supply chains drive economic growth and technological advancement across the globe.",171,0.009,9.3,13.8,10.5,-11.3,null,2.9,8.2,0.06432749,17.9,15,14,null,21,6,1,Integrated Vehicle Accident & Cosmetic Repair Services,"This segment provides comprehensive vehicle accident and cosmetic repair, from minor SMART fixes and glass replacement to extensive collision and specialized EV/ADAS calibration. Serving individual owners, insurers, and fleets, they distinguish themselves by efficiently restoring vehicles to high standards using advanced techniques, digital tools, and accident management support.",15,0.019,17.2,22.6,13.7,26,null,0,26.7,0,22.1,12,3,null,180,31
25,Automotive & Vehicle Manufacturing,"The Automotive & Vehicle Manufacturing sector encompasses the design, production, sale, and servicing of diverse vehicles, including passenger cars, commercial transport, and specialized mobility solutions. It also covers the manufacturing of critical components and advanced technologies like electric powertrains. Serving individual consumers, businesses, and OEMs, this sector is vital for global mobility, continuously innovating towards electrification and sustainable practices. Its complex supply chains drive economic growth and technological advancement across the globe.",171,0.009,9.3,13.8,10.5,-11.3,null,2.9,8.2,0.06432749,17.9,15,14,null,21,6,2,Commercial Vehicle Dealerships & Fleet Solutions,"This segment comprises companies offering comprehensive sales, leasing, and aftersales support for new and used commercial vehicles, including trucks, vans, and specialized models. They provide extensive maintenance, parts, customization, and integrated fleet management solutions to businesses and fleet operators. Their distinctiveness lies in delivering end-to-end services from vehicle acquisition to operational optimization, ensuring efficiency and minimizing downtime.",23,0.012,12.7,8.1,12.1,5.8,null,0,4.3,0,18.2,47,165,null,180,31
25,Automotive & Vehicle Manufacturing,"The Automotive & Vehicle Manufacturing sector encompasses the design, production, sale, and servicing of diverse vehicles, including passenger cars, commercial transport, and specialized mobility solutions. It also covers the manufacturing of critical components and advanced technologies like electric powertrains. Serving individual consumers, businesses, and OEMs, this sector is vital for global mobility, continuously innovating towards electrification and sustainable practices. Its complex supply chains drive economic growth and technological advancement across the globe.",171,0.009,9.3,13.8,10.5,-11.3,null,2.9,8.2,0.06432749,17.9,15,14,null,21,6,3,High-Performance & Advanced Mobility Engineering and Manufacturing,"This cluster comprises companies delivering advanced engineering and manufacturing of high-performance vehicles, powertrains, and specialized components. They leverage expertise in composite materials and cutting-edge technologies to provide bespoke, precision solutions. Distinctively serving demanding sectors like motorsport, high-end automotive, aerospace, and defense, they focus on innovation and rapid development.",70,0.008,9.1,13.6,9.4,-3,null,0,7.1,0.14285714,17.5,144,128,null,61,31
25,Automotive & Vehicle Manufacturing,"The Automotive & Vehicle Manufacturing sector encompasses the design, production, sale, and servicing of diverse vehicles, including passenger cars, commercial transport, and specialized mobility solutions. It also covers the manufacturing of critical components and advanced technologies like electric powertrains. Serving individual consumers, businesses, and OEMs, this sector is vital for global mobility, continuously innovating towards electrification and sustainable practices. Its complex supply chains drive economic growth and technological advancement across the globe.",171,0.009,9.3,13.8,10.5,-11.3,null,2.9,8.2,0.06432749,17.9,15,14,null,21,6,4,Automotive Dealership & Comprehensive Aftermarket Services,"These multi-franchise dealerships specialize in selling new and approved used passenger cars, commercial vehicles, and electric/hybrid models. They offer flexible financing, trade-ins, and a full suite of aftersales services including maintenance, repairs, parts, and specialized schemes. They cater to individual consumers and businesses, providing complete vehicle acquisition and ownership support.",63,0.008,8.4,12,10.6,-20.2,null,0,6.3,0.01587302,17.7,157,139,null,171,31
26,Chemicals & Petrochemicals,"The Chemicals & Petrochemicals sector manufactures and distributes a vast array of chemicals, polymers, and derived products like plastics, paints, lubricants, and personal care items. It serves nearly all global industries, from automotive and construction to healthcare and consumer goods, by supplying essential raw materials and specialized solutions. This foundational sector is critical for industrial processes, materials innovation, and increasingly focuses on sustainable and advanced solutions, enabling modern society.",117,0.009,9,18.4,10.2,-11.3,null,0,12,0.18803419,20.1,17,8,null,7,24,1,Branded Fine Fragrance & Scented Lifestyle Products,"These companies develop, market, and distribute branded fine fragrances, personal care products, and home scents. They provide unique perfumes, scented body items, and ambiance solutions often emphasizing luxury, natural ingredients, or wellness. Serving individual consumers and gift-givers, their distinction lies in brand-driven consumer engagement and curated scent-based lifestyle offerings.",10,0.047,22.9,20.7,51.8,-55.8,null,0,30,0.1,36,3,2,null,82,31
26,Chemicals & Petrochemicals,"The Chemicals & Petrochemicals sector manufactures and distributes a vast array of chemicals, polymers, and derived products like plastics, paints, lubricants, and personal care items. It serves nearly all global industries, from automotive and construction to healthcare and consumer goods, by supplying essential raw materials and specialized solutions. This foundational sector is critical for industrial processes, materials innovation, and increasingly focuses on sustainable and advanced solutions, enabling modern society.",117,0.009,9,18.4,10.2,-11.3,null,0,12,0.18803419,20.1,17,8,null,7,24,2,Personal Care & Beauty Product Development & Manufacturing,"This segment encompasses companies specializing in the development and manufacturing of formulated chemical products for beauty and personal care. They produce a diverse range of skincare, haircare, nail care, cosmetics, and hygiene products, often featuring active, natural, or sustainable ingredients. Serving consumer brands, professionals, and end-users, their distinction lies in creating innovative, high-quality, and often specialized solutions for personal wellness and aesthetics.",21,0.011,9.5,25.8,13.1,-27.2,null,0,9.5,0.47619048,28.4,132,94,null,15,31
26,Chemicals & Petrochemicals,"The Chemicals & Petrochemicals sector manufactures and distributes a vast array of chemicals, polymers, and derived products like plastics, paints, lubricants, and personal care items. It serves nearly all global industries, from automotive and construction to healthcare and consumer goods, by supplying essential raw materials and specialized solutions. This foundational sector is critical for industrial processes, materials innovation, and increasingly focuses on sustainable and advanced solutions, enabling modern society.",117,0.009,9,18.4,10.2,-11.3,null,0,12,0.18803419,20.1,17,8,null,7,24,3,Specialty Industrial Chemicals & Advanced Materials,"This cluster specializes in developing and manufacturing advanced materials, specialized chemical formulations, and engineered solutions. They provide functional polymers, technical coatings, industrial gases, and performance additives to diverse B2B clients. Their distinction lies in delivering application-specific, high-performance solutions tailored for complex industrial, medical, and energy sector challenges.",86,0.008,8.1,15.3,9.7,-16.4,null,0,10.5,0.12790698,17.9,167,79,null,68,31
27,"Forestry, Wood & Paper","This sector manages sustainable forests, processes timber for construction, engineered wood, and custom products, and manufactures diverse paper, packaging, and printing solutions. Companies serve a broad clientele, from building and retail industries to publishing and consumers. A strong focus on sustainability, utilizing responsibly sourced and recycled materials, underpins its role in providing essential, renewable resources vital for global industries and daily life.",110,0.009,8.4,16,9.8,-14.6,0.1,0,5.5,0.04545455,20.2,25,25,19,25,24,1,Engineered Timber Building Solutions,"This segment designs and manufactures advanced engineered timber products and prefabricated systems like structural frames and panels. They serve the construction industry, offering high-performance, sustainable wood solutions to builders and developers. Distinctively, innovative engineering and material science drive efficient, quality construction with a reduced environmental impact.",30,0.01,9.6,12.2,9.6,0,3.8,0,3.3,0.06666667,21.7,129,178,26,110,31
27,"Forestry, Wood & Paper","This sector manages sustainable forests, processes timber for construction, engineered wood, and custom products, and manufactures diverse paper, packaging, and printing solutions. Companies serve a broad clientele, from building and retail industries to publishing and consumers. A strong focus on sustainability, utilizing responsibly sourced and recycled materials, underpins its role in providing essential, renewable resources vital for global industries and daily life.",110,0.009,8.4,16,9.8,-14.6,0.1,0,5.5,0.04545455,20.2,25,25,19,25,24,2,Designed Furniture and Interior Furnishings Manufacturing,"This segment designs and manufactures diverse finished furniture and interior furnishing products. They supply bespoke items like sofas, beds, office, and outdoor furniture to residential, commercial, and institutional clients. Their distinction lies in craftsmanship, innovative design, and tailored solutions for creating high-quality, aesthetically pleasing spaces.",29,0.009,9.2,10.4,10.7,-14.3,-3.6,0,6.9,0.03448276,17.5,141,132,29,146,31
27,"Forestry, Wood & Paper","This sector manages sustainable forests, processes timber for construction, engineered wood, and custom products, and manufactures diverse paper, packaging, and printing solutions. Companies serve a broad clientele, from building and retail industries to publishing and consumers. A strong focus on sustainability, utilizing responsibly sourced and recycled materials, underpins its role in providing essential, renewable resources vital for global industries and daily life.",110,0.009,8.4,16,9.8,-14.6,0.1,0,5.5,0.04545455,20.2,25,25,19,25,24,3,Wood-based Interior Joinery & Fit-out Solutions,"These companies specialize in the design, manufacturing, and installation of bespoke wood-based fitted furniture, joinery, and interior fit-out solutions. They serve various sectors, from residential and commercial to marine and public spaces, providing high-quality custom components and integrated project management. Their distinctiveness lies in combining expert craftsmanship with tailored solutions for diverse and often complex interior environments.",24,0.009,8.3,10.3,10.3,-19.7,null,0,12.5,0.04166667,22.4,164,53,null,139,31
27,"Forestry, Wood & Paper","This sector manages sustainable forests, processes timber for construction, engineered wood, and custom products, and manufactures diverse paper, packaging, and printing solutions. Companies serve a broad clientele, from building and retail industries to publishing and consumers. A strong focus on sustainability, utilizing responsibly sourced and recycled materials, underpins its role in providing essential, renewable resources vital for global industries and daily life.",110,0.009,8.4,16,9.8,-14.6,0.1,0,5.5,0.04545455,20.2,25,25,19,25,24,4,Commercial Print & Bespoke Packaging Solutions,"These companies provide tailored commercial printing services and custom paper-based packaging solutions. Their offerings include direct mail, labels, and corrugated boxes, often leveraging design and data. Serving diverse businesses, they distinguish themselves by offering bespoke, integrated, and automated solutions from concept to delivery.",27,0.008,6.9,26.1,9.4,-25.7,null,0,0,0.03703704,20.3,189,196,null,145,31
